customer_id,age,geography,billing_preference,vulnerability,tenure_months,payment_method,product_broadband,product_tv,product_voice,product_tier,contract_lifecycle,average_monthly_spend,contact_frequency_pre_migration,number_of_complaints,number_of_faults,late_payments,missed_payments,number_of_calls_post_migration,churn_after_migration,change_in_spend,change_in_products
CUST003160,80,Urban,Paperless,No,49,Direct Debit,0,1,0,Fibre,In Contract,64.58,2,0,0,2,1,0,0,-15.28,0
CUST003161,66,Suburban,Paperless,No,108,Direct Debit,1,1,1,Fibre,Out of Contract,48.36,2,3,1,0,0,3,1,-38.54,0
CUST003162,64,Urban,Standard Paper,No,134,Direct Debit,0,0,0,Copper,Out of Contract,163.43,3,1,0,0,1,3,0,-15.99,0
CUST003163,72,Rural,Standard Paper,No,39,Cheque,1,1,1,Fibre,In Contract,140.81,2,1,3,0,0,4,0,8.43,0
CUST003164,81,Suburban,Large Font,No,32,Direct Debit,1,0,1,Fibre,Month to Month,18.5,2,2,0,2,1,1,0,6.87,0
CUST003165,82,Suburban,Paperless,No,177,Direct Debit,1,1,1,Fibre,In Contract,89.19,0,0,1,1,1,5,0,7.03,0
CUST003166,84,Urban,Paperless,No,43,Cheque,0,1,1,Copper,Out of Contract,36.77,4,0,2,1,0,4,1,-15.99,-2
CUST003167,32,Urban,Standard Paper,No,108,Direct Debit,1,1,1,Copper,Month to Month,40.56,3,1,0,0,0,2,0,21.84,0
CUST003168,49,Urban,Large Font,No,28,Direct Debit,1,1,1,Fibre,In Contract,33.52,5,0,1,1,1,0,1,-22.24,0
CUST003169,35,Urban,Paperless,No,45,Card,0,0,1,Copper,In Contract,31.51,1,0,0,0,1,3,0,-10.95,0
CUST003170,60,Urban,Paperless,No,65,Direct Debit,1,0,0,Copper,In Contract,86.39,1,1,2,3,0,4,0,15.7,0
CUST003171,52,Suburban,Large Font,No,50,Direct Debit,1,0,1,Fibre,In Contract,13.78,1,1,0,0,2,1,0,9.93,1
CUST003172,75,Urban,Paperless,No,54,Direct Debit,1,0,0,Copper,Month to Month,32.06,3,2,1,1,0,3,0,-24.43,0
CUST003173,50,Suburban,Paperless,No,51,Direct Debit,1,1,1,Copper,Out of Contract,62.69,3,1,4,0,1,3,0,20.77,0
CUST003174,31,Urban,Paperless,Yes,43,Direct Debit,1,1,1,Copper,Out of Contract,16.13,2,2,3,0,1,4,1,-8.9,0
CUST003175,51,Urban,Paperless,No,64,Card,0,0,0,Fibre Plus,Out of Contract,39.84,4,1,2,0,0,5,0,-12.29,0
CUST003176,78,Suburban,Paperless,No,223,Cheque,1,1,1,Copper,In Contract,24.43,1,2,1,0,0,2,0,18.11,0
CUST003177,21,Suburban,Paperless,No,30,Direct Debit,1,1,1,Fibre,Out of Contract,50.25,4,1,1,1,0,3,0,3.39,0
CUST003178,76,Suburban,Paperless,No,210,Direct Debit,1,0,1,Fibre,In Contract,45.83,2,0,3,0,1,2,0,-5.5,0
CUST003179,46,Urban,Large Font,No,221,Direct Debit,1,1,0,Fibre Plus,In Contract,71.28,1,0,1,0,0,3,1,-23.37,2
CUST003180,23,Suburban,Paperless,No,170,Direct Debit,1,1,1,Fibre Plus,In Contract,14.02,3,2,1,2,1,4,0,-5.61,0
CUST003181,66,Urban,Standard Paper,No,166,Card,1,0,0,Copper,Month to Month,55.43,3,1,2,0,0,2,0,0.36,0
CUST003182,57,Urban,Paperless,Yes,87,Direct Debit,1,0,1,Copper,In Contract,30.72,6,2,0,0,0,7,0,-6.49,0
CUST003183,82,Suburban,Standard Paper,No,214,Cheque,1,1,1,Fibre,Out of Contract,92.33,0,1,4,0,0,4,1,-23.07,0
CUST003184,44,Urban,Paperless,No,66,Cheque,1,0,0,Copper,Month to Month,35.82,4,1,1,1,0,4,0,7.93,0
CUST003185,23,Urban,Large Font,No,69,Cash,1,0,1,Fibre Plus,In Contract,29.71,4,0,2,0,0,7,0,3.67,0
CUST003186,30,Rural,Standard Paper,No,234,Direct Debit,1,1,0,Fibre,Out of Contract,33.95,2,1,4,0,1,2,1,-48.5,0
CUST003187,81,Suburban,Large Font,No,15,Direct Debit,1,1,1,Fibre Plus,In Contract,59.33,1,1,1,0,0,3,0,2.38,0
CUST003188,79,Urban,Standard Paper,No,189,Direct Debit,1,0,1,Fibre,Month to Month,63.32,5,1,1,1,1,4,0,-1.62,1
CUST003189,36,Suburban,Paperless,No,224,Cash,0,0,1,Fibre,In Contract,44.14,3,1,3,0,0,6,0,-10.67,-2
CUST003190,60,Urban,Paperless,No,110,Direct Debit,1,1,0,Fibre,In Contract,27.41,7,0,1,1,0,2,0,-4.86,0
CUST003191,37,Rural,Large Font,No,134,Direct Debit,1,1,1,Copper,In Contract,24.72,6,1,1,1,1,2,0,25.71,0
CUST003192,61,Suburban,Standard Paper,No,206,Cheque,1,1,0,Fibre,In Contract,62.72,3,0,2,0,0,6,0,-11.72,0
CUST003193,40,Urban,Standard Paper,Yes,24,Direct Debit,1,1,1,Fibre Plus,In Contract,58.09,3,1,2,0,0,5,0,7.9,0
CUST003194,19,Urban,Large Font,No,121,Direct Debit,1,0,0,Fibre,In Contract,54.89,2,2,1,1,0,2,0,-4.94,0
CUST003195,39,Urban,Paperless,Yes,85,Direct Debit,1,0,1,Copper,Month to Month,98.64,3,0,1,0,0,0,0,-18.88,0
CUST003196,74,Suburban,Large Font,No,142,Direct Debit,1,1,1,Fibre,Out of Contract,30.07,3,1,1,0,0,3,1,-19.71,0
CUST003197,24,Suburban,Standard Paper,No,140,Card,1,0,1,Copper,Month to Month,120.16,5,0,1,0,0,3,0,-10.2,0
CUST003198,73,Urban,Paperless,No,183,Direct Debit,1,0,1,Fibre,In Contract,52.91,2,0,2,0,1,0,0,37.35,0
CUST003199,84,Urban,Paperless,No,68,Direct Debit,1,0,1,Fibre,Month to Month,34.73,4,0,1,0,0,2,0,23.6,0
CUST003200,33,Urban,Large Font,No,122,Card,1,0,0,Copper,In Contract,43.5,1,0,0,1,1,4,0,-1.52,0
CUST003201,68,Urban,Standard Paper,No,44,Direct Debit,1,1,0,Copper,Month to Month,24.62,1,1,0,0,1,0,0,19.2,0
CUST003202,29,Urban,Paperless,No,85,Direct Debit,1,1,1,Copper,Out of Contract,26.83,6,1,0,0,0,3,1,-22.72,0
CUST003203,70,Suburban,Standard Paper,No,209,Direct Debit,1,0,0,Fibre Plus,Out of Contract,42.25,0,0,2,0,1,7,0,4.63,0
CUST003204,22,Suburban,Standard Paper,No,221,Card,1,1,1,Copper,Month to Month,65.91,0,0,2,1,0,1,0,2.26,0
CUST003205,44,Rural,Large Font,No,179,Cash,1,1,1,Fibre,In Contract,31.43,5,1,3,1,0,7,0,6.27,0
CUST003206,29,Rural,Paperless,No,208,Direct Debit,1,0,0,Copper,Out of Contract,130.93,2,0,0,1,0,3,1,-36.27,0
CUST003207,34,Suburban,Paperless,No,210,Direct Debit,0,1,1,Fibre,Out of Contract,43.76,2,0,0,1,0,2,1,-9.63,0
CUST003208,23,Suburban,Paperless,No,166,Card,1,1,1,Copper,Out of Contract,33.08,2,0,1,0,0,1,0,26.08,0
CUST003209,22,Rural,Paperless,No,41,Direct Debit,1,0,1,Fibre,In Contract,23.52,5,0,1,1,0,3,0,4.38,-1
CUST003210,74,Urban,Standard Paper,No,122,Direct Debit,1,1,1,Fibre,In Contract,34.46,3,0,0,0,1,2,0,10.63,0
CUST003211,45,Urban,Standard Paper,Yes,44,Direct Debit,1,1,1,Copper,In Contract,91.95,0,2,1,1,0,3,0,30.87,0
CUST003212,76,Urban,Standard Paper,No,75,Cheque,1,0,0,Fibre Plus,Month to Month,105.85,3,3,1,0,0,3,0,-19.58,0
CUST003213,50,Suburban,Standard Paper,No,224,Card,1,1,1,Fibre Plus,Month to Month,60.77,3,1,1,0,0,1,0,17.57,0
CUST003214,79,Suburban,Paperless,No,92,Cash,1,1,1,Copper,Out of Contract,45.98,3,0,2,0,0,6,0,43.3,0
CUST003215,67,Urban,Paperless,No,16,Card,1,1,0,Copper,Month to Month,21.81,2,1,0,0,0,5,0,-16.29,0
CUST003216,36,Suburban,Large Font,No,226,Cash,1,1,0,Fibre,In Contract,12.36,4,0,1,0,0,0,0,38.58,0
CUST003217,83,Suburban,Paperless,Yes,178,Direct Debit,1,0,1,Fibre,In Contract,49.12,3,0,2,0,0,3,0,13.02,0
CUST003218,64,Urban,Paperless,No,222,Direct Debit,1,1,0,Copper,Out of Contract,36.63,2,0,1,2,0,3,0,-1.93,0
CUST003219,56,Urban,Paperless,No,166,Card,1,1,0,Fibre,Out of Contract,34.0,4,1,0,2,0,4,0,9.25,1
CUST003220,50,Urban,Standard Paper,No,86,Direct Debit,0,1,1,Copper,In Contract,54.52,5,0,1,2,0,0,0,10.72,0
CUST003221,30,Urban,Standard Paper,No,133,Cheque,1,1,0,Fibre,Month to Month,22.9,2,0,1,0,1,5,0,1.51,0
CUST003222,71,Rural,Standard Paper,No,137,Cash,1,1,0,Fibre,In Contract,92.83,5,2,1,0,1,2,0,2.82,0
CUST003223,24,Rural,Paperless,Yes,77,Direct Debit,1,1,0,Fibre,Month to Month,113.44,5,0,1,0,2,2,0,6.1,0
CUST003224,31,Rural,Standard Paper,No,39,Direct Debit,1,1,1,Fibre Plus,In Contract,63.12,1,2,0,2,0,2,0,-2.69,0
CUST003225,36,Suburban,Large Font,Yes,87,Direct Debit,1,1,1,Copper,In Contract,38.45,0,0,1,0,0,2,0,20.07,0
CUST003226,71,Suburban,Paperless,No,155,Direct Debit,1,0,1,Copper,Out of Contract,33.04,5,0,3,0,0,5,0,16.23,2
CUST003227,37,Suburban,Paperless,No,160,Cheque,1,0,1,Fibre,In Contract,38.31,2,2,1,0,0,5,0,-14.66,2
CUST003228,46,Suburban,Paperless,No,64,Direct Debit,0,0,1,Fibre,Month to Month,52.44,1,3,0,0,0,2,0,29.51,0
CUST003229,41,Suburban,Standard Paper,No,223,Card,0,1,0,Fibre,Out of Contract,74.03,1,0,4,0,1,2,0,12.81,0
CUST003230,80,Suburban,Paperless,No,161,Direct Debit,1,1,1,Copper,Out of Contract,55.99,1,3,3,0,0,6,1,-27.69,1
CUST003231,74,Urban,Paperless,No,106,Cheque,1,0,1,Fibre,Out of Contract,83.97,1,2,0,1,0,1,0,-12.08,0
CUST003232,25,Suburban,Large Font,No,90,Direct Debit,1,1,0,Copper,In Contract,58.91,3,2,0,0,0,3,0,24.43,0
CUST003233,79,Urban,Standard Paper,No,146,Direct Debit,0,0,0,Fibre Plus,Month to Month,74.93,5,0,1,2,0,4,0,7.62,0
CUST003234,46,Suburban,Paperless,No,204,Direct Debit,1,1,1,Fibre,In Contract,44.04,2,0,1,0,0,2,0,14.22,2
CUST003235,34,Urban,Standard Paper,No,67,Direct Debit,0,0,1,Fibre,In Contract,25.17,1,0,0,1,0,1,0,20.47,0
CUST003236,83,Urban,Paperless,No,5,Cheque,0,1,0,Fibre,Month to Month,85.06,0,0,3,1,1,4,0,2.62,0
CUST003237,23,Rural,Paperless,No,206,Card,1,0,1,Fibre,In Contract,133.29,1,1,0,1,1,4,0,14.43,0
CUST003238,75,Urban,Paperless,Yes,59,Direct Debit,1,0,1,Fibre,In Contract,51.81,3,0,4,1,2,2,1,-9.64,0
CUST003239,45,Urban,Paperless,No,239,Direct Debit,1,0,1,Fibre,Month to Month,34.03,3,2,1,2,1,3,0,-34.96,0
CUST003240,79,Urban,Paperless,Yes,76,Cheque,0,1,1,Copper,Month to Month,56.64,4,1,1,0,0,3,0,-34.02,0
CUST003241,58,Rural,Standard Paper,No,4,Cash,1,0,1,Fibre,In Contract,37.48,1,0,0,1,0,0,1,5.68,0
CUST003242,58,Suburban,Standard Paper,No,16,Direct Debit,1,1,1,Fibre,Out of Contract,45.42,1,0,1,0,0,4,0,13.19,0
CUST003243,66,Suburban,Large Font,No,75,Direct Debit,1,0,1,Fibre,Out of Contract,46.63,2,0,2,0,0,8,0,15.97,0
CUST003244,66,Rural,Large Font,No,100,Direct Debit,1,0,1,Fibre,Out of Contract,30.61,2,0,0,1,1,1,0,29.16,0
CUST003245,20,Urban,Paperless,Yes,230,Direct Debit,1,1,1,Fibre Plus,Month to Month,31.21,2,0,0,1,0,3,0,11.39,0
CUST003246,27,Urban,Standard Paper,No,121,Direct Debit,0,0,1,Copper,Out of Contract,43.13,3,0,0,1,0,2,1,5.95,0
CUST003247,52,Urban,Paperless,No,176,Direct Debit,1,1,1,Fibre,In Contract,40.49,6,0,2,0,0,7,0,9.68,0
CUST003248,19,Suburban,Standard Paper,No,66,Direct Debit,1,0,1,Copper,Month to Month,59.44,1,1,1,0,0,1,0,-19.21,0
CUST003249,41,Suburban,Standard Paper,No,205,Direct Debit,1,1,0,Fibre,In Contract,51.18,0,0,2,1,0,3,0,15.17,0
CUST003250,55,Urban,Paperless,No,136,Direct Debit,0,0,1,Fibre,Out of Contract,60.53,1,0,0,0,0,0,0,-3.81,0
CUST003251,39,Urban,Paperless,No,172,Direct Debit,1,1,0,Copper,Out of Contract,41.66,3,0,1,0,1,5,1,-7.34,1
CUST003252,43,Urban,Standard Paper,No,21,Direct Debit,1,1,0,Fibre,Month to Month,29.86,2,0,2,0,0,1,0,6.79,0
CUST003253,60,Suburban,Paperless,No,26,Direct Debit,0,1,1,Fibre Plus,Month to Month,26.53,2,0,2,0,0,2,0,28.16,1
CUST003254,72,Urban,Paperless,No,230,Direct Debit,1,1,1,Copper,Month to Month,73.31,4,0,1,0,0,0,0,-3.26,2
CUST003255,56,Urban,Paperless,No,163,Direct Debit,1,1,0,Copper,Out of Contract,35.07,1,1,2,2,1,1,1,-20.89,0
CUST003256,46,Urban,Paperless,No,143,Cash,1,1,1,Fibre,Out of Contract,32.58,0,2,0,1,0,0,0,12.53,0
CUST003257,37,Suburban,Paperless,No,168,Direct Debit,0,1,0,Fibre,In Contract,84.74,4,0,0,3,1,1,0,6.58,0
CUST003258,58,Suburban,Paperless,No,30,Cheque,1,0,0,Fibre,In Contract,36.72,4,0,0,1,0,5,0,-8.72,0
CUST003259,71,Urban,Paperless,No,66,Direct Debit,0,1,0,Fibre,In Contract,15.03,1,2,0,0,0,1,1,-19.68,0
CUST003260,37,Suburban,Standard Paper,No,80,Direct Debit,0,0,1,Copper,Out of Contract,49.91,2,1,1,0,0,1,0,10.41,0
CUST003261,36,Suburban,Paperless,No,13,Direct Debit,0,0,1,Copper,Out of Contract,33.97,5,1,1,0,1,4,0,11.47,1
CUST003262,83,Rural,Paperless,No,1,Direct Debit,0,0,0,Copper,In Contract,31.15,3,1,0,1,1,4,0,5.26,0
CUST003263,47,Urban,Paperless,No,171,Direct Debit,1,1,1,Copper,In Contract,41.7,0,0,5,0,0,3,0,-1.11,1
CUST003264,70,Suburban,Standard Paper,No,156,Direct Debit,1,1,1,Copper,Out of Contract,16.06,2,2,0,2,0,3,0,-8.92,-1
CUST003265,51,Suburban,Paperless,No,129,Direct Debit,1,0,1,Fibre,Month to Month,17.64,4,0,0,0,0,3,0,18.61,0
CUST003266,39,Urban,Paperless,Yes,168,Direct Debit,1,0,1,Fibre,In Contract,35.51,1,1,3,1,1,1,0,20.91,0
CUST003267,84,Suburban,Paperless,No,162,Cheque,1,1,0,Copper,Out of Contract,59.18,1,2,1,0,0,4,1,-52.25,1
CUST003268,23,Urban,Paperless,No,141,Direct Debit,1,1,1,Fibre,In Contract,39.19,3,0,1,1,0,3,0,-16.7,0
CUST003269,44,Urban,Paperless,No,61,Card,0,1,1,Fibre Plus,In Contract,38.35,1,0,1,1,0,4,0,2.82,0
CUST003270,27,Urban,Large Font,No,117,Direct Debit,1,1,1,Copper,Month to Month,44.66,1,4,1,2,0,4,0,16.76,-1
CUST003271,65,Urban,Large Font,No,66,Direct Debit,1,1,1,Fibre Plus,In Contract,69.76,2,0,2,2,2,3,0,31.12,2
CUST003272,76,Urban,Standard Paper,No,123,Card,1,1,1,Fibre,In Contract,45.58,0,1,4,1,1,4,0,-10.68,0
CUST003273,76,Suburban,Paperless,No,4,Direct Debit,1,0,1,Fibre,In Contract,43.58,3,1,1,0,1,0,1,-1.62,0
CUST003274,19,Suburban,Standard Paper,No,217,Card,0,1,1,Fibre,Out of Contract,33.85,4,0,1,1,0,2,0,-10.56,0
CUST003275,46,Suburban,Paperless,No,226,Direct Debit,1,0,0,Fibre,In Contract,36.79,3,0,0,1,0,1,0,24.7,0
CUST003276,82,Urban,Paperless,No,141,Direct Debit,0,0,1,Fibre,In Contract,48.89,1,1,0,1,0,2,0,-8.92,0
CUST003277,43,Suburban,Standard Paper,No,36,Direct Debit,1,0,1,Fibre,Month to Month,86.28,2,0,1,1,0,2,0,3.57,0
CUST003278,27,Rural,Paperless,No,96,Direct Debit,0,0,0,Fibre,In Contract,50.34,4,1,0,0,0,2,0,-18.03,0
CUST003279,70,Urban,Paperless,No,189,Direct Debit,1,1,1,Fibre,Month to Month,29.75,3,0,1,2,0,2,0,8.6,0
CUST003280,76,Suburban,Large Font,No,186,Direct Debit,1,0,1,Fibre,In Contract,38.46,3,2,2,0,0,6,0,4.84,0
CUST003281,39,Suburban,Paperless,No,85,Direct Debit,1,1,1,Fibre,In Contract,77.78,3,1,2,0,0,1,0,-5.66,0
CUST003282,68,Suburban,Large Font,No,218,Direct Debit,0,1,1,Fibre,Out of Contract,46.48,5,1,1,0,2,2,0,7.66,-1
CUST003283,65,Urban,Paperless,No,143,Direct Debit,1,1,1,Fibre,In Contract,22.38,2,0,0,0,0,2,0,17.47,0
CUST003284,38,Urban,Standard Paper,No,221,Card,0,0,1,Fibre,In Contract,55.53,2,1,4,0,0,4,0,-5.93,0
CUST003285,39,Suburban,Paperless,No,90,Direct Debit,1,1,0,Copper,Out of Contract,32.4,3,0,2,0,0,5,0,15.76,0
CUST003286,47,Rural,Standard Paper,No,85,Cheque,0,1,1,Fibre,In Contract,25.17,1,1,1,1,0,2,0,-1.71,0
CUST003287,42,Urban,Paperless,No,12,Direct Debit,1,1,1,Fibre,Month to Month,46.63,1,1,2,0,0,2,0,0.91,0
CUST003288,45,Rural,Paperless,Yes,76,Direct Debit,0,1,1,Copper,In Contract,29.35,1,0,1,0,0,2,0,-0.12,0
CUST003289,82,Urban,Large Font,Yes,69,Direct Debit,1,1,1,Copper,Out of Contract,67.11,4,0,0,1,0,0,0,7.7,0
CUST003290,62,Urban,Paperless,No,189,Cash,1,1,1,Copper,In Contract,46.76,1,2,1,1,0,1,0,1.35,0
CUST003291,24,Urban,Paperless,No,42,Card,0,0,1,Fibre,In Contract,87.53,1,2,0,1,2,5,0,-2.56,0
CUST003292,66,Suburban,Large Font,No,218,Direct Debit,0,0,0,Copper,Month to Month,53.17,1,1,1,1,1,2,1,-17.59,0
CUST003293,26,Urban,Standard Paper,No,160,Direct Debit,1,1,1,Fibre,Out of Contract,34.86,2,0,1,0,0,0,1,4.62,0
CUST003294,53,Urban,Paperless,Yes,130,Direct Debit,1,1,1,Copper,Month to Month,34.64,1,0,0,1,0,0,0,-0.92,-1
CUST003295,18,Rural,Paperless,No,8,Cheque,0,0,1,Copper,In Contract,37.31,2,1,2,3,0,4,0,-1.81,0
CUST003296,27,Rural,Paperless,Yes,219,Direct Debit,1,0,0,Fibre,In Contract,57.21,2,0,1,2,0,2,0,15.87,0
CUST003297,53,Urban,Standard Paper,No,229,Cash,1,0,1,Fibre Plus,Out of Contract,21.74,2,3,0,2,0,3,1,-29.47,-1
CUST003298,63,Urban,Large Font,Yes,54,Direct Debit,1,1,1,Fibre,Out of Contract,51.24,1,0,1,1,1,2,0,-0.89,0
CUST003299,49,Suburban,Paperless,No,136,Cash,1,1,1,Fibre Plus,In Contract,28.23,1,1,0,0,0,2,0,16.55,0
CUST003300,49,Suburban,Paperless,No,88,Direct Debit,1,1,1,Fibre Plus,In Contract,137.01,3,1,2,0,0,3,0,-6.82,0
CUST003301,23,Urban,Large Font,No,141,Cheque,0,1,1,Copper,In Contract,58.93,4,2,0,0,1,5,0,37.63,0
CUST003302,65,Rural,Paperless,No,29,Direct Debit,1,1,0,Fibre,Out of Contract,61.9,1,0,2,0,0,3,0,1.07,1
CUST003303,55,Urban,Paperless,No,13,Direct Debit,0,1,1,Fibre,In Contract,46.36,3,1,1,1,0,0,0,5.07,0
CUST003304,34,Suburban,Large Font,No,58,Direct Debit,1,0,1,Fibre,In Contract,20.13,0,1,2,1,0,3,0,-33.28,0
CUST003305,44,Urban,Paperless,No,63,Direct Debit,1,1,0,Fibre,In Contract,45.12,1,1,0,0,0,0,0,-10.85,0
CUST003306,71,Suburban,Standard Paper,No,87,Direct Debit,1,0,0,Fibre,In Contract,54.35,3,0,4,3,1,3,0,-12.71,0
CUST003307,67,Urban,Large Font,No,175,Cheque,1,0,0,Copper,Out of Contract,33.6,3,2,2,0,2,3,0,-17.92,0
CUST003308,52,Suburban,Paperless,No,207,Cheque,1,0,1,Fibre,Out of Contract,43.02,3,0,2,0,1,2,0,-11.63,0
CUST003309,42,Rural,Paperless,No,216,Direct Debit,1,0,0,Fibre,In Contract,61.29,0,1,4,2,2,1,1,-26.32,1
CUST003310,45,Suburban,Paperless,Yes,235,Direct Debit,1,1,0,Fibre,In Contract,47.26,4,1,1,0,0,5,0,-2.47,-1
CUST003311,32,Suburban,Paperless,No,87,Card,1,0,0,Copper,Out of Contract,51.21,4,1,1,2,0,5,0,-6.3,0
CUST003312,21,Urban,Paperless,Yes,74,Direct Debit,0,1,1,Copper,In Contract,58.12,2,1,1,1,0,2,0,35.02,1
CUST003313,44,Rural,Paperless,No,38,Cash,1,1,0,Fibre,In Contract,82.9,1,0,0,0,0,4,1,-7.48,1
CUST003314,43,Rural,Large Font,Yes,69,Direct Debit,1,1,1,Fibre,In Contract,29.47,2,0,0,1,0,1,1,-19.86,0
CUST003315,36,Suburban,Standard Paper,No,69,Cash,1,0,1,Copper,In Contract,117.89,4,2,1,1,1,5,0,7.59,0
CUST003316,34,Suburban,Paperless,No,223,Direct Debit,1,1,1,Copper,In Contract,117.76,3,1,0,3,0,3,1,-6.19,-2
CUST003317,60,Rural,Paperless,No,168,Direct Debit,1,1,1,Copper,In Contract,33.89,4,1,3,2,1,4,0,17.8,0
CUST003318,58,Urban,Paperless,No,129,Direct Debit,1,0,1,Copper,Out of Contract,62.56,1,1,0,0,0,0,0,0.93,0
CUST003319,59,Suburban,Large Font,No,130,Cheque,1,1,0,Fibre Plus,In Contract,111.15,6,1,2,1,0,9,0,21.03,0
CUST003320,67,Suburban,Paperless,No,113,Direct Debit,0,0,1,Fibre,In Contract,91.86,3,3,2,2,0,6,0,6.79,0
CUST003321,57,Suburban,Paperless,No,29,Cheque,1,1,1,Copper,In Contract,18.94,4,2,2,0,1,2,0,-2.15,0
CUST003322,56,Rural,Large Font,Yes,122,Direct Debit,1,1,0,Fibre,In Contract,41.4,3,1,4,0,0,3,0,21.18,1
CUST003323,40,Suburban,Paperless,No,7,Cheque,1,0,1,Fibre,Month to Month,34.76,3,1,2,1,0,3,0,36.73,0
CUST003324,69,Urban,Paperless,No,221,Direct Debit,0,1,1,Copper,In Contract,68.58,1,4,0,0,0,6,0,-21.76,0
CUST003325,64,Urban,Standard Paper,No,185,Direct Debit,1,0,0,Fibre,Out of Contract,71.73,5,1,0,1,0,5,0,-10.28,0
CUST003326,80,Urban,Paperless,No,55,Cash,0,1,1,Copper,Out of Contract,24.76,6,1,0,0,0,1,0,21.31,1
CUST003327,60,Suburban,Large Font,No,201,Cash,1,0,1,Fibre,In Contract,31.39,1,1,1,0,1,2,0,9.98,0
CUST003328,65,Urban,Paperless,No,164,Cheque,1,1,0,Fibre Plus,Out of Contract,20.34,1,0,4,1,0,2,0,-8.71,0
CUST003329,51,Urban,Paperless,No,7,Card,1,1,1,Fibre Plus,Out of Contract,42.77,1,3,1,0,0,3,0,0.21,0
CUST003330,57,Suburban,Large Font,No,92,Direct Debit,0,1,1,Fibre,Out of Contract,38.71,3,0,0,1,0,2,0,-19.84,0
CUST003331,78,Rural,Paperless,No,10,Direct Debit,1,0,1,Fibre Plus,In Contract,56.39,1,0,0,0,1,2,0,2.0,0
CUST003332,67,Rural,Paperless,Yes,80,Direct Debit,1,1,1,Fibre,Month to Month,110.2,2,2,0,1,0,2,0,17.62,0
CUST003333,84,Rural,Paperless,No,74,Direct Debit,1,1,0,Fibre,In Contract,51.1,6,1,3,0,0,5,0,4.18,0
CUST003334,79,Suburban,Paperless,No,167,Direct Debit,0,1,0,Copper,In Contract,38.49,2,1,5,0,0,3,0,5.5,0
CUST003335,75,Urban,Large Font,No,58,Cheque,1,1,0,Copper,Out of Contract,66.82,2,0,3,0,1,2,0,-23.48,0
CUST003336,50,Rural,Paperless,No,90,Direct Debit,1,1,1,Fibre,In Contract,37.5,2,0,2,1,0,3,0,19.05,0
CUST003337,33,Urban,Standard Paper,No,98,Direct Debit,0,0,0,Fibre Plus,In Contract,40.86,4,1,0,0,2,4,0,-12.54,-1
CUST003338,65,Suburban,Paperless,No,226,Direct Debit,0,1,0,Fibre,Out of Contract,48.76,0,0,1,1,0,4,1,-17.79,0
CUST003339,27,Suburban,Paperless,No,40,Direct Debit,1,1,1,Fibre,In Contract,24.64,0,2,1,0,1,3,0,10.55,0
CUST003340,55,Rural,Paperless,No,142,Direct Debit,1,0,0,Copper,In Contract,38.31,1,1,0,1,0,0,0,-26.06,-1
CUST003341,36,Urban,Paperless,No,210,Direct Debit,1,0,0,Fibre Plus,Out of Contract,29.99,3,0,1,1,0,4,1,-16.95,0
CUST003342,53,Urban,Standard Paper,No,129,Card,1,0,0,Fibre,In Contract,66.92,0,0,0,0,0,3,0,18.6,0
CUST003343,76,Suburban,Paperless,No,145,Direct Debit,1,0,1,Fibre,In Contract,26.71,2,2,1,0,1,1,0,12.62,1
CUST003344,80,Urban,Paperless,No,49,Cash,1,1,1,Fibre Plus,Out of Contract,27.94,1,1,1,0,0,5,0,35.29,-2
CUST003345,63,Rural,Paperless,No,86,Direct Debit,0,0,1,Fibre Plus,Out of Contract,31.34,2,0,1,0,1,5,1,3.62,0
CUST003346,20,Suburban,Paperless,No,229,Direct Debit,1,0,0,Fibre,In Contract,30.22,3,5,2,0,1,5,0,-10.56,0
CUST003347,82,Suburban,Paperless,No,144,Direct Debit,1,0,1,Fibre,In Contract,103.22,5,1,2,1,1,3,0,11.83,0
CUST003348,25,Rural,Large Font,No,135,Cheque,1,0,0,Copper,Out of Contract,76.88,0,0,2,0,0,5,0,10.83,0
CUST003349,68,Suburban,Paperless,No,143,Card,1,1,1,Fibre Plus,In Contract,57.11,3,0,2,0,0,2,0,30.43,-1
CUST003350,23,Urban,Paperless,No,115,Direct Debit,0,1,1,Copper,Out of Contract,36.48,7,0,0,1,1,5,0,-6.71,0
CUST003351,56,Urban,Paperless,No,21,Direct Debit,1,1,0,Fibre Plus,In Contract,43.3,1,0,3,1,0,0,1,-17.31,-1
CUST003352,77,Suburban,Standard Paper,No,66,Direct Debit,1,0,1,Copper,In Contract,98.47,0,1,0,0,0,0,0,-5.98,0
CUST003353,45,Rural,Paperless,No,187,Direct Debit,0,1,1,Fibre Plus,Out of Contract,38.29,1,1,2,1,0,3,1,-35.05,0
CUST003354,71,Suburban,Paperless,No,176,Cash,0,1,1,Fibre,In Contract,26.12,3,0,1,0,2,2,0,5.44,-2
CUST003355,54,Rural,Standard Paper,No,89,Direct Debit,1,1,1,Fibre,In Contract,67.24,1,1,1,0,0,3,0,10.79,0
CUST003356,26,Urban,Standard Paper,No,201,Direct Debit,1,0,0,Copper,Out of Contract,39.74,2,1,1,0,1,2,1,-8.16,0
CUST003357,73,Urban,Paperless,No,212,Card,1,0,1,Fibre,In Contract,40.99,1,0,2,0,0,3,0,3.81,-2
CUST003358,76,Urban,Large Font,Yes,178,Direct Debit,1,0,0,Fibre,In Contract,39.95,1,1,4,0,0,3,0,18.13,-1
